id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00035,2025-12-09,08:23,Extorsión,Alta,WhatsApp Institucional,GAULA Antioquia,Asignado a unidad,Cierre,Daniel Ramírez Ortega,DEMO-CC-64996198,3542051306,""Malambo, Barrio El Progreso"",Atlántico,Malambo,Barrio El Progreso,10.838166,-74.782698,""Reporte sintético de extorsión bajo modalidad retención simulada en Malambo. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3798524069,El Norte,Cuenta corresponsal / CTA-DEMO-003,46737084,Mensaje SMS"; Captura WhatsApp; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Retención simulada,Grupo oportunista ficticio,Alto,62,pagos_billetera_digital,100,Uso de cuenta repetida,El Norte|CTA-DEMO-003|3798524069,SI;
"NEXO-147-00036,2026-05-28,23:41,Desaparición asociada,Baja,Remisión Fiscalía,GAULA Cundinamarca,En análisis,Seguimiento,Valentina Peña Herrera,DEMO-CC-61667698,3228283549,""Tuluá, Zona Industrial"",Valle del Cauca,Tuluá,Zona Industrial,4.056928,-76.193683,""Reporte sintético de desaparición asociada bajo modalidad suplantación autoridad en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3666344803,La Voz,Bancolombia cuenta ahorro / CTA-DEMO-599,3193177,Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Suplantación autoridad,Actor desconocido,Bajo,105,pico_mensajeria_nocturna,41,Incremento en horario nocturno,La Voz|CTA-DEMO-599|3666344803,SI";;;
"NEXO-147-00037,2025-02-09,00:12,Extorsión,Crítica,Línea 147,GAULA Bolívar,En análisis,Cierre,Valentina Mejía Cárdenas,DEMO-CC-36758935,3808508419,""Cali, Sector Comercial"",Valle del Cauca,Cali,Sector Comercial,3.441713,-76.566391,""Reporte sintético de extorsión bajo modalidad retención simulada en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3989954828,El Mensajero,Bancolombia cuenta ahorro / CTA-DEMO-794,30569744,Enlace sospechoso"; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: operador.demo2.,Retención simulada,Red local ficticia Alfa,Alto,26,llamadas_recurrentes,100,Uso de cuenta repetida,El Mensajero|CTA-DEMO-794|3989954828,SI;;
"NEXO-147-00038,2026-03-17,23:06,Extorsión,Alta,Línea 147,GAULA Meta,Asignado a unidad,Verificación inicial,Mariana Moreno Pardo,DEMO-CC-76686465,3017158340,""Bogotá, Plaza Principal"",Bogotá D.C.,Bogotá,Plaza Principal,4.692104,-74.056428,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3479494201,Alias-316,Bancolombia cuenta ahorro / CTA-DEMO-013,728894,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo1.,Extorsión digital,Actor desconocido,Medio,68,alias_reutilizado,75,Reincidencia por alias,Alias-316|CTA-DEMO-013|3479494201,SI";;;
"NEXO-147-00039,2025-10-21,19:25,Secuestro,Baja,Correo Institucional,GAULA Cundinamarca,Escalado operativo,Análisis de inteligencia,Laura Mejía Acosta,DEMO-CC-18134782,3771745211,""Zipaquirá, Sector Comercial"",Cundinamarca,Zipaquirá,Sector Comercial,5.038041,-74.040103,""Reporte sintético de secuestro bajo modalidad paquete retenido falso en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3771331880,El Norte,Giro nacional / CTA-DEMO-221,3857401,Captura WhatsApp"; Número telefónico; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo2.,Paquete retenido falso,Grupo oportunista ficticio,Alto,143,zona_terminal_transporte,60,Concentración geográfica,El Norte|CTA-DEMO-221|3771331880,SI;
"NEXO-147-00040,2025-06-16,08:10,Amenaza,Baja,Línea 147,GAULA Cundinamarca,Cerrado preventivo,Cierre,Santiago Herrera Cárdenas,DEMO-CC-22148676,3118006915,""Barrancabermeja, Norte"",Santander,Barrancabermeja,Norte,7.089722,-73.866049,""Reporte sintético de amenaza bajo modalidad paquete retenido falso en Barrancabermeja. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3812279253,Omega,Cuenta corresponsal / CTA-DEMO-279,5120600,Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: director.demo.,Paquete retenido falso,Sin determinar,Medio,33,alias_reutilizado,48,Reincidencia por alias,Omega|CTA-DEMO-279|3812279253,SI";;;
"NEXO-147-00041,2026-02-24,18:46,Secuestro,Crítica,Línea 147,GAULA Bolívar,En verificación,Cierre,Santiago Suárez Cárdenas,DEMO-CC-73834858,3495750312,""Zipaquirá, Occidente"",Cundinamarca,Zipaquirá,Occidente,5.03022,-74.022657,""Reporte sintético de secuestro bajo modalidad suplantación familiar en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3036136778,El Mensajero,Daviplata / CTA-DEMO-384,54652011,Mensaje SMS"; Comprobante de pago; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo2.,Suplantación familiar,Actor desconocido,Crítico,23,pagos_billetera_digital,100,Uso de cuenta repetida,El Mensajero|CTA-DEMO-384|3036136778,SI;
"NEXO-147-00042,2025-05-07,09:40,Extorsión,Media,Presencial,GAULA Atlántico,Escalado operativo,Recepción,Felipe Acosta Molina,DEMO-CC-56982789,3716244160,""Barranquilla, Sector Comercial"",Atlántico,Barranquilla,Sector Comercial,10.981398,-74.778524,""Reporte sintético de extorsión bajo modalidad suplantación autoridad en Barranquilla. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3397526513,Alias-469,Giro nacional / CTA-DEMO-001,16708900,Número telefónico"; Comprobante de pago; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo2.,Suplantación autoridad,Grupo oportunista ficticio,Medio,88,pagos_billetera_digital,70,Uso de cuenta repetida,Alias-469|CTA-DEMO-001|3397526513,SI;
"NEXO-147-00043,2025-05-31,09:43,Extorsión,Crítica,Línea 147,GAULA Bogotá,En análisis,Análisis de inteligencia,Laura Rojas Rojas,DEMO-CC-35769617,3261169249,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.724143,-74.102115,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3766338723,Alias-739,Daviplata / CTA-DEMO-554,59764533,Mensaje SMS"; Audio de llamada; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: operador.demo2.,Cobro intimidatorio,Sin determinar,Alto,74,monto_bajo_repetitivo,100,Concentración geográfica,Alias-739|CTA-DEMO-554|3766338723,SI;
"NEXO-147-00044,2026-04-17,05:44,Extorsión,Crítica,Línea 147,GAULA Santander,En análisis,Verificación inicial,Felipe Peña Suárez,DEMO-CC-78633895,3015413086,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.686185,-74.081968,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3938206967,Alias-778,Cripto billetera demo / CTA-DEMO-810,76936050,Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo1.,Extorsión digital,Grupo oportunista ficticio,Alto,226,alias_reutilizado,100,Reincidencia por alias,Alias-778|CTA-DEMO-810|3938206967,SI";;;
"NEXO-147-00045,2026-04-25,23:44,Secuestro,Crítica,Línea 147,GAULA Atlántico,Asignado a unidad,Cierre,Daniel Ortega Ortega,DEMO-CC-93475103,3794875228,""Tuluá, Plaza Principal"",Valle del Cauca,Tuluá,Plaza Principal,4.063332,-76.173358,""Reporte sintético de secuestro bajo modalidad suplantación familiar en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3193856302,Delta,Giro nacional / CTA-DEMO-218,1389380,Enlace sospechoso"; Correo amenazante; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Suplantación familiar,Sin determinar,Crítico,138,pico_mensajeria_nocturna,100,Sin tendencia clara,Delta|CTA-DEMO-218|3193856302,SI;
"NEXO-147-00046,2025-03-19,00:56,Extorsión,Crítica,Línea 147,GAULA Bolívar,Asignado a unidad,Seguimiento,Juan López Pardo,DEMO-CC-96893941,3915623923,""Bucaramanga, Barrio El Progreso"",Santander,Bucaramanga,Barrio El Progreso,7.135448,-73.112619,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bucaramanga. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958127507,Alias-925,Nequi / CTA-DEMO-005,41641057,Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Extorsión digital,Célula financiera ficticia,Crítico,208,pico_mensajeria_nocturna,100,Sin tendencia clara,Alias-925|CTA-DEMO-005|3958127507,SI";;;
"NEXO-147-00047,2025-06-09,20:50,Desaparición asociada,Baja,WhatsApp Institucional,GAULA Antioquia,Escalado operativo,Seguimiento,Diana Cárdenas Rojas,DEMO-CC-49797717,3199108766,""Chía, Occidente"",Cundinamarca,Chía,Occidente,4.870223,-74.037589,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Chía. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3249828138,Omega,Cuenta corresponsal / CTA-DEMO-207,0,Enlace sospechoso"; Comprobante de pago; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo1.,Suplantación familiar,Grupo oportunista ficticio,Alto,234,alias_reutilizado,59,Reincidencia por alias,Omega|CTA-DEMO-207|3249828138,SI;
"NEXO-147-00048,2025-04-27,12:02,Falso servicio,Media,Presencial,GAULA Valle,Recibido,Coordinación operativa,Carolina Moreno Rojas,DEMO-CC-79463722,3615602401,""Villavicencio, Occidente"",Meta,Villavicencio,Occidente,4.127878,-73.619593,""Reporte sintético de falso servicio bajo modalidad falso servicio en Villavicencio. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3681990030,La Voz,Sin cuenta reportada,4731572,Comprobante de pago"; Captura WhatsApp; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: analista.demo2.,Falso servicio,Red local ficticia Alfa,Bajo,212,monto_bajo_repetitivo,60,Concentración geográfica,La Voz|CTA-DEMO-017|3681990030,SI;
"NEXO-147-00049,2026-05-02,16:32,Extorsión,Crítica,Línea 147,GAULA Valle,En análisis,Verificación inicial,Juan Salazar Martínez,DEMO-CC-85666619,3615437867,""Palmira, Plaza Principal"",Valle del Cauca,Palmira,Plaza Principal,3.522963,-76.277548,""Reporte sintético de extorsión bajo modalidad extorsión digital en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3592699371,Alias-602,Giro nacional / CTA-DEMO-161,4772240,Comprobante de pago"; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Extorsión digital,Sin determinar,Bajo,53,pagos_billetera_digital,85,Uso de cuenta repetida,Alias-602|CTA-DEMO-161|3592699371,SI;;
"NEXO-147-00050,2025-11-09,20:10,Extorsión,Alta,WhatsApp Institucional,GAULA Bogotá,Cerrado preventivo,Análisis de inteligencia,Camila Salazar Rodríguez,DEMO-CC-35456710,3508736204,""Zipaquirá, Centro"",Cundinamarca,Zipaquirá,Centro,5.055561,-74.007445,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,R-21,Sin cuenta reportada,3959929,Comprobante de pago"; Enlace sospechoso; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Cobro intimidatorio,Célula financiera ficticia,Medio,230,pico_mensajeria_nocturna,81,Concentración geográfica,R-21|CTA-DEMO-018|3887403982,SI;
"NEXO-147-00051,2026-05-29,02:22,Extorsión,Alta,Línea 147,GAULA Antioquia,Recibido,Cierre,Carolina Rodríguez Martínez,DEMO-CC-52003604,3674251532,""Tuluá, Barrio El Progreso"",Valle del Cauca,Tuluá,Barrio El Progreso,4.080171,-76.229856,""Reporte sintético de extorsión bajo modalidad extorsión digital en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3368314495,Alias-753,Nequi / CTA-DEMO-007,0,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Extorsión digital,Red digital ficticia Beta,Bajo,97,pagos_billetera_digital,69,Uso de cuenta repetida,Alias-753|CTA-DEMO-007|3368314495,SI";;;
"NEXO-147-00052,2026-05-04,06:44,Extorsión,Media,Línea 147,GAULA Antioquia,En análisis,Seguimiento,Sebastián Rojas Vargas,DEMO-CC-97701656,3556247826,""Cali, Barrio El Progreso"",Valle del Cauca,Cali,Barrio El Progreso,3.48483,-76.553422,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3598077809,Omega,Sin cuenta reportada,0,Mensaje SMS"; Número telefónico; Captura WhatsApp; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo1.,Amenaza por mensajería,Sin determinar,Alto,163,alias_reutilizado,72,Reincidencia por alias,Omega|CTA-DEMO-015|3598077809,SI
"NEXO-147-00053,2025-01-09,12:03,Extorsión,Alta,WhatsApp Institucional,GAULA Antioquia,Escalado operativo,Recepción,Miguel Rojas Acosta,DEMO-CC-84791822,3874745118,""Cartagena, Centro"",Bolívar,Cartagena,Centro,10.376262,-75.455362,""Reporte sintético de extorsión bajo modalidad extorsión digital en Cartagena. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3107949412,El Primo,Cuenta corresponsal / CTA-DEMO-005,21091113,Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Extorsión digital,Grupo oportunista ficticio,Alto,6,pagos_billetera_digital,90,Uso de cuenta repetida,El Primo|CTA-DEMO-005|3107949412,SI";;;
"NEXO-147-00054,2026-05-14,08:23,Desaparición asociada,Crítica,WhatsApp Institucional,GAULA Antioquia,En verificación,Seguimiento,Carolina Ortega Peña,DEMO-CC-23272189,3726666332,""Bello, Centro"",Antioquia,Bello,Centro,6.363474,-75.583895,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3895745646,El Primo,Sin cuenta reportada,3417081,Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: operador.demo1.,Falso servicio,Red local ficticia Alfa,Crítico,194,amenaza_familiar,100,Concentración geográfica,El Primo|CTA-DEMO-353|3895745646,SI";;;
"NEXO-147-00055,2025-12-19,23:58,Extorsión,Media,WhatsApp Institucional,GAULA Santander,En verificación,Análisis de inteligencia,Valentina Gómez Suárez,DEMO-CC-15798172,3113316010,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.677084,-74.100133,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958127507,El Norte,Nequi / CTA-DEMO-947,267206,Enlace sospechoso"; Mensaje SMS; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Amenaza por mensajería,Célula financiera ficticia,Medio,212,pico_mensajeria_nocturna,64,Concentración geográfica,El Norte|CTA-DEMO-947|3958127507,SI;
"NEXO-147-00056,2026-05-30,18:49,Extorsión,Crítica,Línea 147,GAULA Cundinamarca,En verificación,Seguimiento,Laura Ramírez Herrera,DEMO-CC-12299230,3805596550,""Envigado, Terminal"",Antioquia,Envigado,Terminal,6.209877,-75.580017,""Reporte sintético de extorsión bajo modalidad extorsión digital en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3112902386,Sombra,Sin cuenta reportada,0,Audio de llamada"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo2.,Extorsión digital,Grupo oportunista ficticio,Crítico,201,zona_terminal_transporte,100,Crecimiento semanal,Sombra|CTA-DEMO-736|3112902386,SI;;
"NEXO-147-00057,2026-05-30,22:48,Fraude con intimidación,Crítica,WhatsApp Institucional,GAULA Santander,En verificación,Verificación inicial,Andrés Ortega Salazar,DEMO-CC-32126647,3289644539,""Bello, Occidente"",Antioquia,Bello,Occidente,6.333534,-75.570798,""Reporte sintético de fraude con intimidación bajo modalidad retención simulada en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3252653600,Comando 17,Daviplata / CTA-DEMO-015,47864856,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Retención simulada,Célula financiera ficticia,Crítico,225,alias_reutilizado,100,Reincidencia por alias,Comando 17|CTA-DEMO-015|3252653600,SI";;;
"NEXO-147-00058,2026-03-16,07:55,Extorsión,Alta,Línea 147,GAULA Bolívar,Cerrado preventivo,Verificación inicial,Andrés Moreno Acosta,DEMO-CC-36265549,3209219112,""Tuluá, Vereda La Esperanza"",Valle del Cauca,Tuluá,Vereda La Esperanza,4.106987,-76.216725,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3187482372,El Norte,Daviplata / CTA-DEMO-945,45355559,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo1.,Amenaza por mensajería,Célula financiera ficticia,Alto,58,alias_reutilizado,98,Reincidencia por alias,El Norte|CTA-DEMO-945|3187482372,SI";;;
